Ref_Date,GEO,EST,Vector,Coordinate,Value
1992,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,11400.0
1993,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,9840.0
1994,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,15260.0
1995,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,12300.0
1996,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,16783.0
1997,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,16445.0
1998,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,17038.0
1999,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,16425.0
2000,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,18500.0
2001,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,17456.0
2002,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,18480.0
2003,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,24868.0
2004,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,22785.0
2005,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,15960.0
2006,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,21492.0
2007,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,23660.0
2008,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,22680.0
2009,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,21700.0
2010,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,19040.0
2011,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,17500.0
2012,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,20763.0
2013,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,21545.0
2014,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,19240.0
2015,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,21630.0
2016,Manitoba,"Production, potatoes (hundredweight x 1,000)",v47168,8.3,22400.0
1982,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,5205.0
1983,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,4693.0
1984,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,5570.0
1985,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,6629.0
1986,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,6704.0
1987,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,7891.0
1988,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,4875.0
1989,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,4934.0
1990,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,7032.0
1991,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,7396.0
1992,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,9325.0
1993,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,7935.0
1994,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,12790.0
1995,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,10470.0
1996,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,14674.0
1997,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,14777.0
1998,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,15380.0
1999,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,15021.0
2000,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,18180.0
2001,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,17178.0
2002,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,18270.0
2003,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,21955.0
2004,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,22068.0
2005,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,15761.0
2006,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,21273.0
2007,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,23392.0
2008,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,22020.0
2009,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,21315.0
2010,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,18479.0
2011,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,17153.0
2012,Manitoba,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47212,8.7,18893.0
1908,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.63
1909,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.53
1910,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.98
1911,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.70
1912,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.58
1913,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.60
1914,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.20
1915,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.06
1916,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.02
1917,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.27
1918,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.93
1919,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.34
1920,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,2.31
1921,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.75
1922,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.47
1923,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.92
1924,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.04
1925,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.29
1926,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.93
1927,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.81
1928,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.85
1929,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,2.30
1930,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.65
1931,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.38
1932,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.63
1933,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.63
1934,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.62
1935,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.42
1936,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.40
1937,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.56
1938,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.58
1939,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.96
1940,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.93
1941,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.77
1942,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,0.95
1943,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.20
1944,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.30
1945,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.62
1946,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.58
1947,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.67
1948,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.63
1949,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.97
1950,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.50
1951,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,2.47
1952,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,2.67
1953,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.05
1954,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,2.03
1955,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,2.17
1956,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.22
1957,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,2.83
1958,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.85
1959,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,2.29
1960,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.60
1961,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,2.35
1962,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.14
1963,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.33
1964,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,3.00
1965,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,2.70
1966,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.60
1967,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.94
1968,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.86
1969,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.92
1970,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.80
1971,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,1.77
1972,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,3.00
1973,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,2.10
1974,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,2.63
1975,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,3.88
1976,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,3.13
1977,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,3.67
1978,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,3.61
1979,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,3.61
1980,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,5.32
1981,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,5.26
1982,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,5.76
1983,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,6.06
1984,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,6.14
1985,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,5.71
1986,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,6.51
1987,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,6.38
1988,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,6.87
1989,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,7.48
1990,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,6.48
1991,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,6.89
1992,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,6.06
1993,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,6.87
1994,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,6.36
1995,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,7.55
1996,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,7.17
1997,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,8.54
1998,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,7.48
1999,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,7.84
2000,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,7.90
2001,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,8.35
2002,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,8.16
2003,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,7.44
2004,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,7.61
2005,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,8.67
2006,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,8.79
2007,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,8.78
2008,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,10.76
2009,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,11.79
2010,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,9.54
2011,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,9.99
2012,Manitoba,"Average farm price, potatoes (dollars per hundredweight)",v47179,8.4,10.86
1908,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1447.00
1909,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1318.00
1910,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1690.00
1911,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2307.00
1912,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2164.00
1913,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1843.00
1914,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2284.00
1915,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1636.00
1916,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2872.00
1917,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2769.00
1918,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,4662.00
1919,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,4266.00
1920,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,4733.00
1921,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2636.00
1922,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1751.00
1923,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1787.00
1924,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2063.00
1925,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,3066.00
1926,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2190.00
1927,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1882.00
1928,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2197.00
1929,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2670.00
1930,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1727.00
1931,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1064.00
1932,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1205.00
1933,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1449.00
1934,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1419.00
1935,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1092.00
1936,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1408.00
1937,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1389.00
1938,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1110.00
1939,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1935.00
1940,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1659.00
1941,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2291.00
1942,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2018.00
1943,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2745.00
1944,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1572.00
1945,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2124.00
1946,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2103.00
1947,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2663.00
1948,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2505.00
1949,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2460.00
1950,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2543.00
1951,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,3321.00
1952,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,3893.00
1953,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1853.00
1954,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2586.00
1955,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2649.00
1956,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2234.00
1957,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2986.00
1958,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2220.00
1959,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2432.00
1960,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2448.00
1961,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,1802.00
1962,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2989.00
1963,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,2765.00
1964,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,7488.00
1965,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,7077.00
1966,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,4899.00
1967,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,5626.00
1968,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,5580.00
1969,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,7296.00
1970,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,6660.00
1971,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,7257.00
1972,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,7500.00
1973,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,9240.00
1974,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,12887.00
1975,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,17460.00
1976,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,13146.00
1977,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,20185.00
1978,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,24548.00
1979,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,22440.00
1980,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,33539.00
1981,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,36140.00
1982,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,29981.00
1983,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,28440.00
1984,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,34200.00
1985,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,37852.00
1986,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,43667.00
1987,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,50306.00
1988,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,33482.00
1989,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,36890.00
1990,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,45601.00
1991,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,50954.00
1992,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,56517.00
1993,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,54486.00
1994,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,81295.00
1995,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,79100.00
1996,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,105162.00
1997,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,126168.00
1998,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,115035.00
1999,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,117748.00
2000,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,143643.00
2001,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,143463.00
2002,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,149157.00
2003,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,163384.00
2004,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,167980.00
2005,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,136629.00
2006,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,187057.00
2007,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,205484.00
2008,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,236927.00
2009,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,251318.00
2010,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,176288.00
2011,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,171390.00
2012,Manitoba,"Total farm value, potatoes (dollars x 1,000)",v47190,8.5,205175.00
**********************************************
CREATED BY SEYEDAMIN SEYEDMAHMOUDIAN-040813340
**********************************************
