Ref_Date,GEO,EST,Vector,Coordinate,Value
2000,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7562.0
2001,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7918.0
2002,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,6964.0
2003,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,9000.0
2004,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7878.0
2005,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,6177.0
2006,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7524.0
2007,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,5148.0
2008,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7744.0
2009,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7826.0
2010,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,8170.0
2011,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,6388.0
2012,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7505.0
2013,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,8438.0
2014,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,8225.0
2015,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,7970.0
2016,Ontario,"Production, potatoes (hundredweight x 1,000)",v47167,7.3,6602.0
1982,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,7383.0
1983,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,6669.0
1984,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,6664.0
1985,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,6999.0
1986,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,5970.0
1987,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,5936.0
1988,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,4521.0
1989,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,5353.0
1990,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,6350.0
1991,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,5409.0
1992,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,7349.0
1993,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,6560.0
1994,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,7433.0
1995,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,7429.0
1996,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,6830.0
1997,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,7227.0
1998,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,7184.0
1999,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,7427.0
2000,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,7095.0
2001,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,7518.0
2002,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,6589.0
2003,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,8010.0
2004,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,6702.0
2005,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,5750.0
2006,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,6772.0
2007,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,4843.0
2008,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,6970.0
2009,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,6889.0
2010,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,7189.0
2011,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,5748.0
2012,Ontario,"Amount sold, consumed, seeded or fed to livestock, potatoes (hundredweight x 1,000)",v47211,7.7,6904.0
1908,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,0.88
1909,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,0.70
1910,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,0.84
1911,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.33
1912,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,0.98
1913,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.08
1914,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,0.78
1915,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.27
1916,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.13
1917,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.67
1918,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.10
1919,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.29
1920,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.61
1921,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.67
1922,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,0.90
1923,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.27
1924,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,0.89
1925,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.66
1926,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.87
1927,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.39
1928,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,0.93
1929,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.82
1930,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,0.80
1931,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,0.39
1932,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,0.73
1933,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.00
1934,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,0.55
1935,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.12
1936,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.35
1937,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,0.57
1938,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,0.90
1939,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.20
1940,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.12
1941,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.32
1942,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.90
1943,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.20
1944,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.92
1945,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.50
1946,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.97
1947,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.38
1948,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.97
1949,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.87
1950,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.62
1951,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,3.67
1952,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,3.58
1953,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.78
1954,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.98
1955,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.20
1956,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.75
1957,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.70
1958,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.97
1959,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,3.33
1960,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.42
1961,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.57
1962,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.90
1963,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.00
1964,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.70
1965,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.85
1966,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.56
1967,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.95
1968,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,1.95
1969,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,3.00
1970,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.88
1971,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.82
1972,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,3.36
1973,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,4.90
1974,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,2.90
1975,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,5.23
1976,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,3.92
1977,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,3.04
1978,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,4.00
1979,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,3.16
1980,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,7.87
1981,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,6.20
1982,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,4.44
1983,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,7.82
1984,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,6.76
1985,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,5.26
1986,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,7.62
1987,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,6.65
1988,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,7.84
1989,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,8.13
1990,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,6.76
1991,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,7.74
1992,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,5.63
1993,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,8.75
1994,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,8.64
1995,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,7.56
1996,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,7.96
1997,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,8.70
1998,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,8.49
1999,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,8.78
2000,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,8.73
2001,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,11.95
2002,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,13.93
2003,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,11.01
2004,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,9.82
2005,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,12.87
2006,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,12.73
2007,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,13.75
2008,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,16.80
2009,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,14.48
2010,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,15.25
2011,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,15.95
2012,Ontario,"Average farm price, potatoes (dollars per hundredweight)",v47178,7.4,14.77
1908,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,12241.00
1909,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,12375.00
1910,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,8693.00
1911,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,12799.00
1912,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,13387.00
1913,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,11768.00
1914,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,12113.00
1915,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,10915.00
1916,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,10385.00
1917,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,18981.00
1918,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,24413.00
1919,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,20820.00
1920,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,23131.00
1921,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,15400.00
1922,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,10989.00
1923,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,14560.00
1924,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,13278.00
1925,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,15652.00
1926,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,18509.00
1927,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,12923.00
1928,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,11044.00
1929,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,15441.00
1930,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,8772.00
1931,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,4696.00
1932,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,6947.00
1933,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,10112.00
1934,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,6507.00
1935,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,8823.00
1936,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,12528.00
1937,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,5751.00
1938,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,6710.00
1939,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,8696.00
1940,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,7563.00
1941,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,10203.00
1942,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,13267.00
1943,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,15439.00
1944,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,14557.00
1945,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,16434.00
1946,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,17417.00
1947,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,17117.00
1948,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,18203.00
1949,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,15214.00
1950,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,14657.00
1951,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,21256.00
1952,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,24243.00
1953,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,12715.00
1954,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,16991.00
1955,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,13651.00
1956,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,13238.00
1957,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,12118.00
1958,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,15000.00
1959,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,23476.00
1960,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,21623.00
1961,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,15383.00
1962,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,18204.00
1963,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,19584.00
1964,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,27265.00
1965,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,28010.00
1966,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,15605.00
1967,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,14321.00
1968,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,16778.00
1969,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,25593.00
1970,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,29753.00
1971,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,22481.00
1972,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,26323.00
1973,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,35276.00
1974,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,22747.00
1975,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,40333.00
1976,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,36527.00
1977,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,28391.00
1978,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,30243.00
1979,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,24507.00
1980,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,57294.00
1981,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,44281.00
1982,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,32781.00
1983,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,52152.00
1984,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,45049.00
1985,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,36815.00
1986,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,45509.00
1987,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,39496.00
1988,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,35442.00
1989,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,43502.00
1990,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,42927.00
1991,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,41875.00
1992,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,41341.00
1993,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,57392.00
1994,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,64253.00
1995,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,56144.00
1996,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,54365.00
1997,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,62871.00
1998,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,61013.00
1999,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,65182.00
2000,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,61957.00
2001,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,89842.00
2002,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,91778.00
2003,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,88194.00
2004,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,65838.00
2005,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,74003.00
2006,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,86221.00
2007,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,66573.00
2008,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,117112.00
2009,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,99719.00
2010,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,109604.00
2011,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,91704.00
2012,Ontario,"Total farm value, potatoes (dollars x 1,000)",v47189,7.5,101978.00
**********************************************
CREATED BY SEYEDAMIN SEYEDMAHMOUDIAN-040813340
**********************************************
